CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
6157879,2013,2014-03-14,2706,2013-07-30,1204,181,MPD,2,5,4,2706,0,0,0,,0,001,"CANNERY ROW",FOAM,368.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,1,B,-,22,,,N,F,I,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.89639990000001,36.609621699999998
6157887,2013,2014-03-14,2706,2013-07-28,1712,557,,7,5,4,2706,0,0,0,,0,001,"DAVID AV","HAWTHORNE ST",32.00,W,N,B,-,N,,,,,,,,,,N,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.90551069999999,36.616295800000003
6158210,2013,2014-03-18,2706,2013-07-26,1711,638,MONTE,5,5,4,2706,0,0,0,,0,003,"N FREMONT",AIRPORT,389.00,E,N,B,-,N,,,,,,,,,,Y,3,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,Y,,Y,,D,22,0,1,1,0,0,0,0,0,2,"- ","- ",,,MONTEREY,MONTEREY,0,0
6132295,2013,2014-03-04,9730,2013-06-29,1728,020621,,6,2,9,2700,0,3,5,,2,004,"CHUALAR CANYON RD","OLD STAGE RD",5280.00,E,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.4779211,36.582608100000002
6132299,2013,2014-03-04,9730,2013-06-29,1410,017502,,6,2,9,2700,0,1,3,,1,022,"RT 1","SOUTH CARMEL HILLS DR",50.00,N,N,A,-,Y,MON,5,1,-,-,73.290,H,-,S,N,4,0,2,2,A,-,01,23152,A,N,C,C,A,A,H,-,A,D,0,,,,,Y,Y,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.548589999999997,-121.90987,MONTEREY,UNINCORPORATED,-121.9098707,36.547822799999999
6132303,2013,2014-03-04,9730,2013-06-28,0755,019569,,5,1,9,2700,0,1,3,,1,014,"RT 1","ROCKY CREEK BR",297.00,S,N,A,-,Y,MON,5,1,-,-,59.990,H,-,S,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,D,-,A,A,0,,,Y,,Y,,A,01,0,0,2,0,0,0,0,0,2,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.9033783,36.3784195
6132307,2013,2014-03-04,9730,2013-06-28,2100,020600,,5,2,9,2700,0,1,2,,1,030,"RT 101","GLORIA RD",6336.00,S,N,A,-,Y,MON,5,101,-,-,63.430,H,-,N,Y,4,0,2,1,A,-,08,22107,,N,E,I,A,A,H,-,D,D,1,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.478940000000001,-121.40989999999999,MONTEREY,UNINCORPORATED,-121.348485,36.439236600000001
6132311,2013,2014-03-04,9730,2013-06-28,1205,016537,,5,1,9,2700,0,1,2,,1,030,"RT 101","OLD STAGE RD",10560.00,N,N,A,-,Y,MON,5,101,-,-,74.610,H,-,N,Y,4,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,5,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.543210000000002,-121.48905999999999,MONTEREY,UNINCORPORATED,-121.48989039999999,36.543764799999998
6132357,2013,2014-03-04,2708,2013-06-27,1749,69822,,4,5,6,2708,0,0,0,,0,001,"NORTH MAIN ST","W BORONDA RD",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,3,A,-,"- ",,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.6563329,36.721494900000003
6132885,2013,2015-01-15,2710,2013-05-18,0335,38145,,6,5,4,2710,0,0,0,,0,002,"NOCHE BUENA ST","OLYMPIA AV",9.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,01,23152,A,M,E,I,A,A,H,-,C,D,0,,,,,Y,Y,A,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.8376923,36.610089600000002
6133128,2013,2014-04-18,2710,2013-05-14,1506,36059,2710,2,5,4,2710,0,0,0,,0,03A,"MONTEREY RD","NOUMEA RD",423.00,S,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,05,21650,,N,A,C,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,0,0
6133140,2013,2014-02-28,2710,2013-05-12,1147,38385,2710,7,5,4,2710,0,0,0,,0,02B,"DELMONTE BL","PONDEROSA ST",0.00,S,N,A,-,N,,,,,,,,,,Y,3,0,2,2,A,-,05,21650,,N,A,C,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,2,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.8500629,36.610815000000002
6133201,2013,2014-02-28,2710,2013-05-11,0820,38385,2710,6,5,4,2710,0,0,0,,0,02B,BROADWAY,"MESCAL ST",0.00,,Y,A,-,N,,,,,,,,,,Y,3,0,3,3,A,-,01,23152,A,N,A,C,A,A,H,-,A,D,0,,,,,Y,Y,-,"- ",0,2,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.8244729,36.608824900000002
6133205,2013,2014-02-28,2710,2013-05-02,1453,36403,,4,5,4,2710,0,0,0,,0,,"RT 218","DELMONTE BL",130.00,E,N,A,-,Y,MON,5,218,-,L,0.270,H,-,W,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,A,0,,,,,Y,,A,,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SEASIDE,-121.8557309,36.607329200000002
6158751,2013,2014-03-18,9730,2013-07-20,1630,019486,,6,2,9,2700,0,1,3,,1,014,"RT 1","LITTLE SUR RIVER BR",4752.00,S,N,B,-,Y,MON,5,1,-,-,55.200,H,-,N,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,,,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",36.324620000000003,-121.89389,MONTEREY,UNINCORPORATED,-121.893973,36.326017899999997
6158755,2013,2014-03-18,9730,2013-07-21,1522,018179,,7,2,9,2700,0,3,5,,2,007,"ELKHORN RD","STRAWBERRY RD",10560.00,N,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,,N,E,J,A,A,H,-,A,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.839170000000003,-121.73405,MONTEREY,UNINCORPORATED,-121.7515812,36.8489784
6158759,2013,2014-03-18,9730,2013-07-21,1200,019837,,7,1,9,2700,0,2,4,,2,063,"BLANCO RD","DAVIS RD",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21800,D,N,A,C,A,A,H,-,A,B,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",36.666809999999998,-121.68513,MONTEREY,UNINCORPORATED,-121.6850829,36.666744999999999
6158763,2013,2014-03-18,9730,2013-07-17,1730,018966,,3,2,4,2706,0,1,3,,1,022,"RT 1","SOLEDAD DR",1000.00,S,N,A,-,Y,MON,5,1,-,R,75.820,H,-,N,N,3,0,1,1,A,-,03,22350,,N,F,A,A,A,H,-,A,D,1,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",36.580629999999999,-121.90318000000001,MONTEREY,MONTEREY,-121.90257800000001,36.5810113
6158767,2013,2014-03-18,9730,2013-07-14,2102,020144,,7,2,9,2700,0,1,3,,1,024,"RT 68","SFB MORSE DR",3168.00,E,N,B,-,Y,MON,5,68,-,-,2.860,H,-,E,Y,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,D,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.590800000000002,-121.92252999999999,MONTEREY,UNINCORPORATED,-121.9226188,36.5914535
6158771,2013,2014-03-18,9730,2013-07-14,1715,019635,,7,2,9,2700,0,1,3,,1,074,"RT 1","MOSS LANDING RD",0.00,,Y,A,-,Y,MON,5,1,-,-,95.810,I,5,S,Y,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.799979999999998,-121.7833,MONTEREY,UNINCORPORATED,-121.7834584,36.800868800000003
6158775,2013,2014-03-18,9730,2013-07-16,0417,019934,,2,3,9,2700,0,1,2,,1,070,"RT 101","ORCHARD LN",162.00,S,N,B,-,Y,MON,5,101,-,-,94.310,H,-,N,Y,4,0,2,3,A,-,03,22350,,N,C,C,A,B,D,-,D,D,5,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.773409999999998,-121.66906,MONTEREY,UNINCORPORATED,-121.6689677,36.770879800000003
6158779,2013,2014-03-18,9730,2013-07-17,1951,019806,,3,2,9,2700,0,3,5,,2,005,"CROSS RD","POLLOCK LN",528.00,N,N,A,-,N,,,,,,,,,,N,3,0,2,2,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,1,1,0,0,0,0,0,2,"- ","- ",,,MONTEREY,UNINCORPORATED,0,0
6158783,2013,2014-03-18,9730,2013-07-17,1335,015014,,3,1,9,2700,0,1,3,,1,014,"RT 1","PALO COLORADO",420.00,S,N,B,-,Y,MON,5,1,-,-,61.470,H,-,N,Y,4,0,1,2,A,-,08,22107,,N,D,C,A,A,H,-,A,D,0,,,Y,,Y,,A,01,0,0,1,0,0,0,0,0,1,"- ","- ",36.398150000000001,-121.90379,MONTEREY,UNINCORPORATED,-121.9038879,36.398380899999999
6158787,2013,2014-03-18,9730,2013-07-18,1300,018766,,4,1,9,2700,0,1,3,,1,074,"RT 1","POTRERO RD",1610.00,N,N,B,-,Y,MON,5,1,-,-,95.490,H,-,S,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",36.795789999999997,-121.78352,MONTEREY,UNINCORPORATED,-121.7833823,36.796499300000001
6158791,2013,2014-03-18,9730,2013-07-18,2210,018820,,4,3,9,2700,0,1,3,,1,022,"RT 1","CARMEL VALLEY RD",20.00,S,N,A,-,Y,MON,5,1,-,-,72.910,H,-,N,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.908193,36.542474900000002
6158795,2013,2014-03-18,9730,2013-07-19,1820,020168,,5,2,9,2700,0,1,2,,1,070,"RT 101","CRAZY HORSE CANYON RD",0.00,,Y,A,-,Y,MON,5,101,-,-,98.380,I,5,N,Y,3,0,4,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,5,,,,,Y,,A,01,0,4,0,0,0,0,0,0,0,"- ","- ",36.818309999999997,-121.63257,MONTEREY,UNINCORPORATED,-121.6335112,36.817892899999997
6158799,2013,2014-03-18,9730,2013-07-19,1525,018766,,5,2,9,2700,0,1,3,,1,074,"RT 1","JENSEN RD",10.00,S,N,B,-,Y,MON,5,1,-,-,99.920,H,-,N,Y,4,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.853630000000003,-121.77101999999999,MONTEREY,UNINCORPORATED,-121.770993,36.853594999999999
6160026,2013,2014-03-14,9735,2013-07-26,1435,017681,,5,2,9,2700,0,1,2,,2,045,"RT 101","E GARRISON",7392.00,N,N,A,-,Y,MON,5,101,-,R,3.550,H,-,N,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,1,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",35.835590000000003,-120.75794999999999,MONTEREY,UNINCORPORATED,-120.7564948,35.818711999999998
6160027,2013,2014-03-14,9735,2013-07-22,1650,016696,,1,2,9,2700,0,3,5,,2,001,"ELM AV","ESPINOSA RD",528.00,E,N,A,-,N,,,,,,,,,,Y,4,0,3,2,A,-,09,21801,A,N,A,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",36.335000000000001,-121.21004000000001,MONTEREY,UNINCORPORATED,-121.21076100000001,36.334641099999999
6162258,2013,2014-03-20,9730,2013-07-26,1536,017184,,5,2,9,2700,0,3,5,,2,006,"DEL MONTE BL","LAPIS RD",50.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,D,-,00,,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.7886622,36.705171999999997
6162259,2013,2014-03-21,9730,2013-07-25,1210,14584,,4,1,6,2708,0,1,2,,1,050,"RT 101","LAUREL DR",1056.00,N,N,A,-,Y,MON,5,101,-,R,89.470,H,-,S,Y,3,0,1,2,A,-,07,21658,A,N,B,C,A,A,H,-,A,D,1,,,,Y,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,SALINAS,-121.66595270000001,36.700777600000002
6162262,2013,2014-03-20,9730,2013-07-26,1238,019569,,5,1,9,2700,0,1,3,,1,014,"RT 1","PALO COLORADO RD",3696.00,S,N,A,-,Y,MON,5,1,-,-,60.850,H,-,S,Y,4,0,3,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.9015236,36.389788799999998
6162263,2013,2014-03-22,9730,2013-07-25,0930,18350,,4,1,9,2700,0,3,5,,2,005,"HARRISON RD","SALA RD",570.00,S,N,B,-,N,,,,,,,,,,Y,3,0,1,2,A,-,21,22106,,N,D,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,1,0,0,0,0,0,0,0,"- ","- ",36.741720000000001,-121.65696,MONTEREY,UNINCORPORATED,0,0
6162286,2013,2014-03-19,9730,2013-07-23,1450,13024,,2,2,9,2700,0,1,2,,1,050,"RT 101","AIRPORT BL",5280.00,S,N,A,-,Y,MON,5,101,-,-,85.520,H,-,S,Y,3,0,4,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,1,,,,,Y,,A,01,0,1,3,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6221527,36.659087300000003
6162287,2013,2014-03-26,9730,2013-08-02,0630,019635,,5,1,9,2700,0,3,5,,2,004,"OLD STAGE RD","ESPERANZA RD",250.00,S,N,A,-,N,,,,,,,,,,Y,4,0,2,2,A,-,09,21801,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.601669999999999,-121.51125999999999,MONTEREY,UNINCORPORATED,-121.5130307,36.604082900000002
6162290,2013,2014-03-19,9730,2013-07-24,0220,020578,,3,3,9,2700,0,1,2,,1,070,"RT 101","BLACKIE RD",150.00,N,N,E,-,Y,MON,5,101,-,-,94.310,H,-,S,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,D,-,D,D,5,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.66919009999999,36.771990600000002
6162298,2013,2014-03-20,9730,2013-07-24,1335,18350,,3,1,9,2700,0,3,5,,2,005,"SAN JUAN GRADE RD","CRAZY HORSE CANYON RD",4752.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,03,22350,,N,E,I,A,A,H,-,A,D,0,,,,Y,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",36.777720000000002,-121.59775,MONTEREY,UNINCORPORATED,-121.5930599,36.782024399999997
6162315,2013,2014-03-18,9730,2013-07-31,1641,20246,,3,2,9,2700,0,1,2,,1,050,"RT 101","SPENCE RD",0.00,,Y,A,-,Y,MON,5,101,-,-,81.030,I,5,N,Y,2,0,1,3,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,5,,,,Y,Y,,D,22,1,0,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.5665455,36.612516499999998
6162760,2013,2014-03-20,9730,2013-07-31,1620,19934,,3,2,9,2700,0,1,3,,1,068,"RT 68","YORK RD",1056.00,E,N,A,-,Y,MON,5,68,-,-,8.350,H,-,E,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,08,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.8049554,36.570826799999999
6162809,2013,2014-03-19,9730,2013-07-10,1223,018350,,3,1,9,2700,0,3,5,,2,005,"PENZANCE ST","DEXTER DR",120.00,E,N,A,-,N,,,,,,,,,,Y,4,0,2,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",36.730289999999997,-121.63615,MONTEREY,UNINCORPORATED,-121.63620179999999,36.730404299999996
6162813,2013,2014-03-19,9730,2013-07-26,1155,019315,,5,1,9,2700,0,1,2,,1,070,"RT 101","MALLORY CANYON RD",528.00,S,N,A,-,Y,MON,5,101,-,-,97.710,H,-,N,Y,3,0,1,2,A,-,03,22350,,N,F,A,A,A,H,-,A,D,5,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6430062,36.811758500000003
6162817,2013,2014-03-19,9730,2013-07-22,1305,017184,,1,1,9,2700,0,1,3,,1,012,"RT 1","MILL CREEK BRIDGE",1056.00,S,N,A,-,Y,MON,5,1,-,-,18.240,H,-,S,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.49000650000001,35.979885500000002
6162821,2013,2014-03-19,9730,2013-07-20,0030,019239,,6,3,9,2700,0,3,5,,2,003,"FOLETTA RD","ALTA ST",100.00,W,N,A,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,F,A,A,A,H,-,D,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.4662517,36.523418300000003
6162825,2013,2014-03-19,9730,2013-07-28,2047,019323,,7,2,9,2700,0,3,5,,2,007,"CASTROVILLE BL","ARCHER RD",1584.00,W,N,B,-,N,,,,,,,,,,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",36.796129999999998,-121.70331,MONTEREY,UNINCORPORATED,-121.7084492,36.794618399999997
6162829,2013,2014-03-19,9730,2013-07-21,1640,020168,,7,2,9,2700,0,1,3,,1,068,"RT 68","YORK RD",528.00,E,N,A,-,Y,MON,5,68,-,-,8.250,H,-,W,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",36.570720000000001,-121.80415000000001,MONTEREY,UNINCORPORATED,-121.80670929999999,36.5711759
6162984,2013,2014-03-19,9730,2013-07-30,1215,017803,,2,1,9,2700,0,1,2,,1,070,"RT 101","DUNBARTON RD",1584.00,S,N,A,-,Y,MON,5,101,-,-,100.060,H,-,S,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,5,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.6326643,36.8409811
6163080,2013,2014-03-19,9730,2013-07-26,0217,20600,,5,3,9,2700,0,1,3,,1,074,"RT 1","JENSEN RD",1584.00,S,N,A,-,Y,MON,5,1,-,-,99.620,H,-,S,Y,3,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,D,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.771143,36.849199300000002
6145098,2013,2014-03-12,9730,2013-07-14,0223,020144,,7,3,9,2700,0,1,2,,1,070,"RT 101","BLACKIE RD",1056.00,N,N,B,-,Y,MON,5,101,-,-,94.480,H,-,S,N,4,0,1,1,A,-,01,23152,A,N,E,I,A,A,H,-,C,D,5,,,,,Y,Y,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.77525,-121.66958,MONTEREY,UNINCORPORATED,-121.66935650000001,36.774588899999998
6145154,2013,2014-03-12,9730,2013-07-18,1655,19934,,4,2,9,2700,0,3,5,,2,002,"CARMEL RANCHO BL","CARMEL VALLEY RD",150.00,S,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.9048045,36.543378500000003
6145162,2013,2014-03-12,9730,2013-07-15,1200,12332,,1,1,9,2700,0,3,5,,2,007,"CARPENTERIA RD","CARNEROS RD",1056.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,1,C,-,18,,,N,E,H,A,A,H,-,A,D,0,,,Y,,Y,,-,"- ",0,0,1,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.64747869999999,36.865607900000001
6146012,2013,2014-06-16,2704,2013-07-01,1533,0413,2704,1,5,3,2704,0,0,0,,0,001,"CHALONE DR","FRANSCIONI DR",188.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,C,-,18,,,N,G,B,E,A,H,-,A,D,0,Y,,,,Y,,-,"- ",0,0,1,0,1,0,0,0,0,"- ","- ",,,MONTEREY,GREENFIELD,-121.2508478,36.322889799999999
6146024,2013,2014-03-19,2704,2013-07-12,1758,0633,,5,5,3,2704,0,0,0,,0,001,"PINNACLES AV","1000 BLOCK PINNACLES AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,17,23116,A,N,H,A,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,GREENFIELD,0,0
6147603,2013,2014-03-05,2712,2013-06-21,0742,687,2712,5,5,3,2712,0,0,0,,0,001,"RESERVATION RD","IMJIN PW",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,2,2,A,-,03,22350,,N,D,C,A,A,H,-,A,A,0,,,,,Y,,-,"- ",0,1,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MARINA,-121.7666029,36.671424999999999
6151791,2013,2014-03-13,2706,2013-07-11,1900,119,MPD,4,5,4,2706,0,0,0,,0,002,DELMONTE,WASHINGTON,20.00,E,N,A,-,Y,,,,,,,,,,N,4,0,1,2,A,-,21,22106,,F,C,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8921879,36.600608600000001
6151792,2013,2014-03-13,2706,2013-07-15,1137,772,MONTE,1,5,4,2706,0,0,0,,0,002,CASS,"DORMODY CT",0.00,,Y,B,-,N,,,,,,,,,,Y,4,0,1,2,A,-,09,21802,A,N,D,C,A,A,H,-,A,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8954529,36.594034899999997
6151793,2013,2014-03-13,2706,2013-07-18,0932,755,MONTE,4,5,4,2706,0,0,0,,0,002,"E FRANKLIN ST",ALVARADO,42.00,E,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8941825,36.599922999999997
6153124,2013,2014-03-25,9730,2013-08-12,1740,19529,,1,2,9,2700,0,3,5,,2,002,"NACIMIENTO-FERGUSSON RD","RT 1",5.00,E,N,A,-,Y,,,,,,,,,,N,4,0,1,1,A,-,03,22350,,N,F,A,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,0,1,0,0,0,0,0,1,"- ","- ",,,MONTEREY,UNINCORPORATED,-121.49412599999999,35.988675700000002
6153128,2013,2014-03-25,9730,2013-08-12,1635,19529,,1,2,4,2706,0,1,3,,2,062,"RT 1","SLOAT AV",800.00,N,N,A,-,Y,MON,5,1,-,R,77.770,H,-,N,N,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,1,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8748265,36.593595399999998
6153132,2013,2014-03-25,9730,2013-08-09,1115,16537,,5,1,9,2700,0,1,2,,1,030,"RT 101","CAMPHORA GLORIA RD",2640.00,N,N,A,-,Y,MON,5,101,-,-,65.130,H,-,N,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,1,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",36.453789999999998,-121.36984,MONTEREY,UNINCORPORATED,-121.3705344,36.4540401
6135717,2013,2014-03-17,2706,2013-07-01,1825,896,,1,5,4,2706,0,0,0,,0,001,"WAVE ST","DRAKE AV",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",,,MONTEREY,MONTEREY,-121.8982829,36.612314900000001
